notes,has_complication,ssn,hospital
normal risk,False,121-48-6029,AZ
high risk,True,266-93-9403,AL
normal risk,True,457-13-6045,AK
high risk,True,430-04-5884,AR
high risk,False,531-16-1318,AR
high risk,False,765-68-8293,AR
high risk,False,766-41-6118,AK
high risk,True,452-90-0100,AZ
high risk,True,116-03-2290,AK
high risk,False,468-74-7528,AZ
high risk,True,425-48-4448,AL
high risk,False,017-26-4431,AZ
high risk,True,151-86-2037,AK
normal risk,False,419-48-2521,AZ
high risk,False,691-77-0859,AZ
normal risk,False,475-32-0040,AK
high risk,False,085-37-9337,AR
normal risk,False,584-14-2539,AL
high risk,False,344-55-8701,AZ
high risk,False,775-65-0536,AR
high risk,False,207-63-1859,AL
high risk,True,556-32-4292,AL
high risk,False,671-85-6138,AL
high risk,False,068-04-2309,AZ
high risk,False,370-63-6436,AZ
high risk,True,632-81-6735,AK
normal risk,False,748-54-3548,AZ
normal risk,False,753-39-3106,AZ
high risk,False,009-77-9322,AL
normal risk,False,830-70-9910,AZ
high risk,False,252-89-3726,AR
high risk,False,650-80-6544,AZ
high risk,False,469-56-6557,AK
high risk,True,775-07-2220,AZ
high risk,True,450-54-3051,AR
high risk,False,623-45-4177,AR
high risk,False,005-05-2377,AZ
high risk,False,344-38-0970,AR
normal risk,False,001-85-9287,AK
high risk,True,444-56-3800,AK
normal risk,True,544-78-0818,AK
normal risk,False,152-69-4904,AK
normal risk,True,609-12-0435,AR
high risk,True,026-78-1107,AK
high risk,False,381-96-0637,AK
high risk,False,712-61-0932,AK
normal risk,False,392-81-7819,AK
normal risk,False,642-69-9312,AR
normal risk,False,055-64-1633,AK
normal risk,False,887-37-2024,AZ
high risk,False,120-34-8494,AR
high risk,False,257-90-7506,AZ
high risk,False,307-48-9461,AZ
high risk,False,207-20-6940,AK
high risk,False,852-36-0967,AZ
normal risk,False,208-53-4019,AR
high risk,True,847-42-5530,AR
high risk,False,312-08-4958,AZ
high risk,True,581-92-2999,AZ
high risk,False,416-28-7304,AL
high risk,False,125-28-5981,AL
high risk,False,538-82-5287,AK
high risk,False,129-72-4051,AR
high risk,False,701-39-4207,AR
high risk,False,602-13-3482,AR
normal risk,False,219-53-4558,AZ
high risk,False,088-14-6616,AK
high risk,False,615-37-0550,AR
high risk,False,217-83-9773,AL
high risk,False,835-38-4208,AZ
normal risk,False,526-88-9696,AZ
high risk,False,195-73-8364,AK
high risk,False,065-01-7254,AK
high risk,False,281-65-3096,AK
high risk,False,581-31-4445,AL
normal risk,False,265-43-2728,AZ
normal risk,False,721-80-5221,AL
high risk,False,112-58-1619,AR
high risk,False,260-40-4158,AR
normal risk,False,867-46-4772,AL
high risk,False,299-55-3432,AL
high risk,True,787-70-2258,AZ
high risk,False,684-78-9812,AK
high risk,False,645-50-4783,AR
high risk,False,235-45-8277,AK
normal risk,False,512-90-3983,AL
high risk,False,368-04-7560,AZ
high risk,False,214-45-2059,AR
high risk,False,488-58-8396,AR
high risk,False,405-64-7895,AR
normal risk,False,254-38-8100,AL
high risk,False,066-07-2935,AZ
normal risk,False,652-52-9771,AL
normal risk,False,046-25-8598,AK
normal risk,False,703-70-1704,AK
high risk,False,092-14-6295,AZ
high risk,False,274-84-5503,AZ
normal risk,False,102-03-4564,AL
normal risk,False,367-98-5384,AK
high risk,True,590-19-2458,AR
normal risk,False,710-24-5311,AL
high risk,False,838-69-1423,AZ
high risk,False,168-92-9449,AZ
high risk,False,592-32-0757,AL
high risk,False,016-78-4261,AK
high risk,False,471-96-6141,AL
normal risk,True,012-33-4822,AL
high risk,False,292-41-1692,AR
normal risk,True,077-62-1616,AZ
normal risk,False,577-74-5936,AZ
normal risk,False,048-99-9344,AR
high risk,True,842-07-5051,AK
high risk,False,655-72-4575,AK
normal risk,False,035-20-8794,AK
high risk,False,378-15-1855,AL
normal risk,False,553-08-9200,AZ
normal risk,False,181-87-3135,AL
normal risk,False,011-55-3519,AL
high risk,False,203-08-3931,AZ
high risk,False,340-90-4903,AK
high risk,False,454-04-8947,AL
normal risk,False,123-37-9512,AK
high risk,False,257-77-9988,AR
normal risk,True,437-82-5299,AZ
normal risk,False,248-10-7110,AK
high risk,False,799-95-2054,AZ
high risk,False,298-60-6590,AK
normal risk,False,021-06-8660,AL
high risk,True,853-20-2499,AK
high risk,False,150-79-2104,AK
high risk,False,158-33-1061,AL
high risk,False,429-54-0741,AL
normal risk,False,552-81-4895,AK
normal risk,False,263-24-7854,AK
normal risk,False,362-39-0762,AZ
high risk,False,627-57-9767,AZ
high risk,False,160-59-4732,AR
high risk,False,759-85-8701,AL
normal risk,True,397-28-4320,AK
high risk,False,822-28-4690,AZ
high risk,False,397-96-1050,AZ
high risk,False,548-31-4549,AZ
high risk,False,370-41-7335,AZ
normal risk,False,883-24-9567,AL
high risk,False,642-07-9677,AL
normal risk,False,428-26-3064,AZ
high risk,True,813-09-7308,AK
high risk,False,538-14-4387,AZ
high risk,False,713-19-7711,AZ
high risk,False,648-99-0392,AZ
normal risk,True,437-01-6435,AZ
high risk,False,291-17-8453,AK
normal risk,True,258-76-5667,AZ
normal risk,False,529-55-1076,AL
normal risk,True,655-11-5882,AK
normal risk,False,847-92-8801,AZ
normal risk,False,451-18-7025,AR
high risk,False,733-09-8802,AL
high risk,True,370-82-5748,AK
high risk,False,293-73-0770,AR
high risk,True,679-97-7819,AK
normal risk,False,636-93-3445,AZ
normal risk,True,304-65-1779,AR
high risk,False,267-81-4405,AK
high risk,False,721-46-0727,AL
high risk,True,697-56-7704,AZ
high risk,False,575-45-0985,AZ
normal risk,True,091-70-6230,AZ
normal risk,False,717-69-4927,AR
normal risk,False,544-89-0402,AK
high risk,False,639-51-3156,AL
high risk,False,870-62-3415,AK
high risk,False,283-76-2634,AK
high risk,False,156-66-3124,AK
high risk,False,554-47-4606,AR
high risk,False,799-59-0164,AK
normal risk,False,726-49-8727,AZ
high risk,False,231-21-4835,AL
high risk,False,521-76-3401,AL
normal risk,False,814-79-7830,AR
high risk,True,134-84-1819,AR
high risk,False,496-22-3105,AK
high risk,False,215-95-0059,AZ
high risk,False,507-32-9766,AZ
high risk,False,795-87-6680,AK
normal risk,False,318-32-6523,AR
normal risk,False,320-28-6980,AZ
high risk,False,665-51-9320,AL
normal risk,True,427-77-4262,AK
normal risk,True,501-97-2990,AL
normal risk,False,562-09-4440,AK
high risk,True,751-63-6201,AL
high risk,False,023-91-2776,AR
high risk,False,257-39-8856,AL
normal risk,False,561-92-4394,AL
high risk,False,848-69-3716,AL
normal risk,False,871-71-7046,AK
high risk,True,614-10-0804,AL
high risk,False,526-36-2971,AZ
high risk,False,303-56-3492,AR
normal risk,False,409-86-3802,AL
high risk,False,733-86-3471,AZ
normal risk,True,173-96-1786,AK
high risk,False,412-30-0907,AL
normal risk,False,446-88-5712,AK
high risk,True,163-08-8357,AL
high risk,False,295-69-5752,AL
high risk,False,376-98-9065,AR
high risk,True,435-28-3788,AR
high risk,True,258-25-1345,AL
high risk,False,489-86-1128,AL
high risk,False,440-80-2380,AL
high risk,False,844-39-9177,AR
high risk,True,107-76-2223,AL
high risk,False,847-34-6865,AZ
normal risk,False,476-09-3450,AZ
high risk,False,654-08-0857,AK
high risk,False,853-40-6923,AL
high risk,False,273-18-1627,AK
high risk,True,403-57-7834,AK
high risk,False,660-83-0823,AZ
high risk,False,735-69-9141,AL
normal risk,False,804-70-0386,AR
high risk,False,800-96-9902,AZ
high risk,False,474-64-5403,AK
normal risk,False,675-32-6835,AR
high risk,False,145-11-5358,AL
high risk,False,167-20-6266,AR
high risk,False,739-34-2674,AZ
high risk,False,060-89-7001,AK
high risk,True,683-19-0984,AL
high risk,False,692-59-6720,AZ
normal risk,True,712-61-0718,AL
high risk,False,404-12-9325,AZ
high risk,False,044-90-8020,AL
normal risk,True,349-76-7526,AZ
high risk,False,601-28-3576,AZ
high risk,True,201-60-7738,AR
high risk,False,100-66-5694,AR
high risk,False,280-80-7233,AL
high risk,False,141-36-2444,AL
normal risk,False,435-28-6012,AZ
high risk,True,633-38-6319,AK
high risk,False,295-37-7752,AR
high risk,False,825-67-5155,AL
high risk,False,875-62-2823,AZ
normal risk,False,432-90-5111,AZ
high risk,False,199-79-3070,AZ
high risk,False,390-63-0241,AR
high risk,True,219-80-5561,AK
high risk,True,549-08-3368,AL
high risk,False,603-06-9206,AZ
high risk,False,667-72-9840,AZ
normal risk,False,426-70-8106,AR
high risk,False,339-74-2337,AK
normal risk,False,547-36-8201,AK
normal risk,False,017-94-0706,AZ
normal risk,False,609-40-7131,AR
high risk,False,505-57-7737,AR
normal risk,False,718-05-2599,AK
high risk,False,421-62-3472,AR
high risk,False,501-21-3982,AL
high risk,False,590-12-6100,AK
high risk,False,441-56-1781,AR
high risk,False,112-41-2200,AK
normal risk,True,500-32-7160,AZ
high risk,False,671-16-3706,AK
high risk,False,073-58-2730,AZ
high risk,False,205-97-9560,AK
high risk,False,339-33-0040,AZ
normal risk,False,843-72-1507,AZ
high risk,False,149-28-4746,AZ
high risk,False,175-35-5955,AK
high risk,False,285-96-9824,AL
high risk,False,686-72-2445,AZ
high risk,False,783-16-3329,AK
normal risk,False,420-53-7776,AZ
high risk,False,757-87-3441,AK
high risk,True,049-75-4229,AZ
high risk,False,752-40-0475,AK
high risk,False,842-53-3433,AL
normal risk,False,795-75-4393,AZ
high risk,False,391-54-0087,AK
high risk,True,597-50-0619,AK
high risk,True,304-34-9855,AK
high risk,True,271-53-9887,AL
high risk,False,437-05-6079,AK
normal risk,False,457-26-1746,AR
high risk,True,293-97-3487,AK
high risk,False,027-31-8335,AR
high risk,True,588-44-8775,AL
high risk,True,538-79-4951,AK
high risk,False,850-15-9888,AK
high risk,False,724-19-8283,AR
high risk,False,824-27-7594,AR
high risk,False,029-98-7149,AL
normal risk,True,616-77-9270,AR
high risk,False,439-58-9349,AL
high risk,False,170-27-8035,AK
high risk,False,288-18-9157,AK
high risk,False,126-07-0690,AL
high risk,False,482-79-3917,AR
high risk,False,185-75-9966,AZ
normal risk,False,123-14-9198,AR
high risk,False,463-96-9682,AZ
high risk,True,648-20-6602,AK
normal risk,True,239-92-3195,AK
high risk,True,667-91-5711,AR
normal risk,False,717-91-0990,AR
high risk,False,188-95-9641,AZ
normal risk,False,336-03-8272,AR
high risk,False,436-57-4733,AK
high risk,False,092-05-6883,AK
high risk,True,893-77-8612,AL
normal risk,False,579-76-3628,AZ
normal risk,False,658-32-8549,AR
normal risk,False,400-01-5167,AZ
high risk,False,764-04-5026,AL
high risk,True,578-11-8286,AZ
high risk,False,185-06-4332,AL
normal risk,True,736-61-0024,AL
high risk,False,835-62-3594,AL
high risk,True,877-67-8950,AK
high risk,False,284-09-1248,AK
high risk,False,873-66-7265,AK
high risk,False,726-21-1636,AR
high risk,True,593-26-3819,AZ
high risk,True,028-12-2575,AR
high risk,False,006-58-9740,AL
high risk,False,496-09-5453,AL
high risk,True,092-61-7225,AZ
high risk,False,152-86-0018,AK
normal risk,True,313-32-1123,AL
high risk,False,563-79-2638,AL
normal risk,True,023-74-2358,AL
high risk,True,097-68-5550,AZ
normal risk,True,665-48-5898,AL
high risk,False,288-44-4398,AR
high risk,True,054-35-8160,AK
high risk,True,710-46-3455,AZ
high risk,False,013-40-6962,AK
high risk,False,564-11-5600,AL
normal risk,False,799-57-0471,AZ
high risk,False,014-46-6695,AR
high risk,False,740-58-8219,AK
high risk,True,040-36-8582,AL
high risk,False,830-85-1271,AK
high risk,False,413-88-9374,AL
high risk,False,615-66-5196,AR
high risk,False,603-10-1612,AK
high risk,False,164-63-1678,AR
high risk,False,692-76-4608,AZ
high risk,True,489-49-3490,AR
high risk,False,783-79-8040,AK
high risk,True,309-54-8268,AR
normal risk,True,063-12-9061,AR
high risk,False,862-66-7361,AL
high risk,False,489-32-6390,AL
high risk,False,753-44-8620,AR
high risk,False,456-56-7149,AL
high risk,False,638-61-8563,AK
normal risk,False,739-65-9401,AR
normal risk,True,493-23-6632,AZ
high risk,False,742-22-4922,AR
high risk,False,684-13-7112,AZ
high risk,True,260-78-8764,AZ
high risk,True,620-56-6424,AK
normal risk,False,186-49-4493,AZ
normal risk,False,757-28-3237,AL
high risk,True,459-67-9796,AL
high risk,False,012-03-7770,AZ
normal risk,False,865-57-1052,AK
normal risk,True,512-23-7543,AR
normal risk,False,385-32-8618,AZ
high risk,True,888-81-8080,AK
normal risk,False,410-54-1359,AK
high risk,True,003-15-7364,AL
normal risk,False,597-26-2281,AL
normal risk,False,134-36-7673,AL
normal risk,False,791-53-1553,AL
normal risk,False,495-31-9678,AR
high risk,True,235-51-6122,AZ
high risk,False,027-36-5894,AZ
high risk,True,865-86-8527,AR
high risk,False,547-67-2855,AL
normal risk,False,843-79-7159,AL
normal risk,False,316-03-5266,AL
high risk,False,522-62-2951,AZ
high risk,True,185-26-4408,AR
high risk,False,510-43-7387,AR
high risk,False,548-32-5046,AK
high risk,True,042-94-4785,AK
high risk,True,336-35-2079,AZ
normal risk,False,200-95-7658,AZ
high risk,True,660-42-6416,AL
high risk,True,806-33-2941,AR
normal risk,False,718-43-8077,AZ
normal risk,False,352-08-7549,AK
high risk,False,685-73-0017,AR
high risk,False,486-48-1354,AZ
high risk,False,113-69-5057,AR
normal risk,False,756-87-5279,AR
high risk,False,002-63-0142,AK
normal risk,False,677-26-3145,AZ
high risk,False,782-40-0775,AL
high risk,True,110-29-8003,AK
normal risk,False,470-47-3805,AR
normal risk,False,254-52-9618,AZ
high risk,True,881-89-2760,AZ
normal risk,True,875-81-3962,AZ
high risk,False,755-43-3579,AK
high risk,True,837-08-1127,AR
normal risk,False,407-34-6690,AL
high risk,False,515-29-5025,AR
high risk,False,452-97-2127,AL
high risk,True,528-82-1685,AL
high risk,False,350-62-3162,AL
high risk,True,325-66-7074,AZ
normal risk,False,359-41-3115,AR
high risk,False,753-22-3543,AR
high risk,True,070-88-3820,AR
high risk,False,753-77-9114,AR
high risk,False,804-25-4357,AZ
high risk,False,685-36-2603,AL
high risk,False,845-22-4621,AK
normal risk,False,760-69-5902,AZ
high risk,True,507-40-5842,AR
high risk,False,270-21-8795,AK
high risk,False,149-48-1215,AZ
high risk,False,199-50-4202,AR
normal risk,False,296-07-0602,AR
normal risk,False,233-08-4683,AL
high risk,False,768-65-1987,AL
normal risk,False,822-90-2892,AK
high risk,False,889-67-7563,AK
normal risk,False,451-01-9278,AL
high risk,False,801-87-9793,AL
high risk,False,377-48-6285,AR
high risk,False,370-39-0264,AR
normal risk,True,044-05-1132,AZ
high risk,False,178-61-7275,AK
normal risk,False,585-35-1502,AL
high risk,False,738-05-0849,AK
high risk,False,249-29-6840,AZ
high risk,True,587-61-6458,AL
normal risk,True,662-50-0331,AK
normal risk,True,856-11-8561,AK
normal risk,False,813-79-5222,AL
normal risk,True,385-17-5734,AZ
high risk,False,404-38-8125,AK
high risk,False,875-44-0032,AK
high risk,False,624-84-6124,AL
high risk,False,218-01-3165,AZ
high risk,False,059-25-9140,AL
normal risk,False,215-17-1044,AZ
high risk,False,795-14-2294,AR
high risk,False,085-94-0518,AZ
normal risk,False,015-99-9574,AL
high risk,True,708-78-8508,AL
high risk,False,024-92-3546,AL
high risk,True,859-64-1099,AZ
high risk,False,444-44-9243,AL
high risk,True,717-54-9193,AR
high risk,False,364-56-8233,AL
high risk,False,491-63-4054,AK
high risk,False,810-43-3608,AL
high risk,True,519-20-4542,AZ
high risk,False,627-50-1848,AK
normal risk,False,508-39-1149,AL
normal risk,False,845-50-9029,AL
normal risk,True,302-27-1724,AR
high risk,False,641-18-1613,AL
high risk,False,341-18-1818,AL
high risk,False,656-18-7673,AR
high risk,False,117-48-3798,AR
high risk,False,139-13-8562,AL
normal risk,False,395-57-3843,AL
high risk,False,303-94-7270,AK
high risk,False,137-10-2493,AZ
high risk,False,818-83-8711,AZ
high risk,True,845-45-1376,AZ
normal risk,False,160-72-7798,AL
high risk,False,302-28-0752,AL
high risk,False,119-90-8794,AK
high risk,False,138-10-4115,AL
normal risk,True,565-63-0539,AL
high risk,False,732-33-5308,AR
normal risk,False,451-21-4161,AZ
normal risk,False,245-29-7549,AZ
high risk,False,750-67-1622,AR
high risk,True,572-19-7560,AZ
high risk,False,735-12-9058,AK
normal risk,False,799-33-7862,AK
normal risk,True,681-91-8696,AK
high risk,True,672-20-2793,AR
high risk,False,009-18-0185,AZ
high risk,True,816-21-6942,AL
high risk,True,176-88-5863,AR
high risk,False,541-79-2750,AK
normal risk,True,273-79-3310,AZ
normal risk,False,378-72-0822,AR
high risk,False,482-78-3731,AZ
normal risk,False,247-32-8685,AL
high risk,False,770-82-7368,AL
high risk,False,771-56-9369,AR
normal risk,False,108-93-7644,AL
high risk,False,087-05-2282,AL
high risk,True,132-94-3140,AK
normal risk,False,292-82-3028,AK
high risk,False,548-49-7775,AK
high risk,False,544-50-7757,AK
high risk,True,791-42-3289,AR
normal risk,False,895-96-0356,AK
normal risk,True,604-43-9585,AZ
high risk,False,545-98-3326,AR
high risk,False,589-08-5628,AZ
high risk,False,691-34-6629,AK
high risk,False,537-39-6229,AL
high risk,True,764-77-7048,AR
normal risk,False,730-22-3506,AZ
high risk,False,605-34-2169,AZ
high risk,True,880-39-6390,AR
high risk,False,023-94-1847,AL
high risk,False,412-13-3022,AL
high risk,False,192-34-0577,AR
high risk,False,213-19-5153,AR
high risk,True,513-99-6835,AL
normal risk,False,197-40-0884,AK
high risk,False,702-55-2179,AL
normal risk,False,405-57-6889,AZ
high risk,False,750-19-3323,AL
high risk,False,809-79-5656,AR
high risk,False,161-95-7469,AL
normal risk,False,894-07-6740,AK
normal risk,True,244-47-3482,AZ
high risk,True,545-40-4960,AK
high risk,True,267-84-0743,AR
high risk,False,833-82-9428,AR
high risk,False,384-91-6762,AR
normal risk,True,398-31-5480,AR
high risk,False,037-03-6375,AR
normal risk,False,833-73-0001,AR
high risk,False,004-81-3802,AK
high risk,False,704-98-7438,AL
high risk,False,154-55-3357,AK
high risk,False,216-44-9097,AR
high risk,False,050-79-7270,AK
normal risk,True,080-82-4631,AK
high risk,False,122-40-7125,AR
high risk,False,089-96-0838,AK
high risk,False,147-92-2280,AR
high risk,False,426-39-6997,AR
normal risk,True,168-39-5880,AZ
high risk,False,719-06-9726,AL
high risk,True,706-40-4022,AL
high risk,False,017-11-9241,AL
normal risk,True,510-68-8525,AZ
high risk,True,364-24-4987,AR
normal risk,False,499-76-3803,AZ
high risk,False,205-95-3969,AL
high risk,False,885-88-2821,AR
normal risk,False,048-75-3334,AK
high risk,False,142-43-8429,AL
normal risk,False,667-35-3243,AK
high risk,False,041-15-8014,AR
high risk,True,087-09-8413,AR
high risk,False,464-72-4775,AZ
high risk,False,009-74-2316,AR
high risk,False,217-45-7639,AL
high risk,True,720-91-6236,AK
high risk,True,363-79-9835,AR
high risk,False,345-90-6224,AL
high risk,True,034-35-8653,AZ
normal risk,False,748-55-0200,AK
high risk,True,321-61-2978,AL
high risk,False,592-02-7232,AZ
high risk,False,340-06-3135,AL
high risk,False,403-45-8031,AL
high risk,False,866-46-2885,AZ
high risk,True,872-39-8743,AZ
high risk,False,710-19-9504,AK
normal risk,False,422-75-6622,AR
normal risk,False,348-21-8816,AK
high risk,False,582-01-3709,AZ
high risk,True,316-12-0082,AL
normal risk,True,325-27-7259,AK
high risk,False,419-16-9473,AR
normal risk,False,522-02-5046,AL
high risk,False,532-73-5091,AL
high risk,False,667-43-6957,AK
high risk,False,011-84-3892,AL
high risk,False,765-93-0199,AK
